names,wkt_geom,type
Говорова,"LINESTRING(30.7498664 46.4386816, 30.7500359 46.4414468, 30.7499745 46.4449228, 30.747437 46.4493449, 30.7467396 46.449764, 30.7452778 46.451751, 30.7447993 46.4520292)",street
Гоголя,"LINESTRING(30.7356093 46.490712, 30.7356181 46.4888651)",street
Головковская,"LINESTRING(30.7085557 46.4707726, 30.7084508 46.4682482, 30.7085686 46.4607987)",street
Гольфстрим,"POLYGON((30.7596667 46.5502433, 30.7597996 46.550068, 30.7602199 46.5502188, 30.7601113 46.550362, 30.7596667 46.5502433))",street
гор сад|горсад,POINT(30.734328 46.485296),street
Горбатый,"POLYGON((30.7046929 46.4545161, 30.7049971 46.4533917, 30.7051703 46.4534206, 30.7047808 46.4545307, 30.7046929 46.4545161))",street
горсовет,"POLYGON((30.7439929 46.4854236, 30.7442513 46.4855579, 30.7446218 46.4853531, 30.7440014 46.4859191, 30.7434958 46.4856564, 30.7438387 46.4853435, 30.7439929 46.4854236))",street
Горячие перцы,"POLYGON((30.7226161 46.4010726, 30.7224023 46.4010438, 30.7224737 46.4007842, 30.7226902 46.400815, 30.7226161 46.4010726))",street
Градоначальницкая,"LINESTRING(30.7213333 46.4814159, 30.7213872 46.4812758, 30.7213987 46.4812778, 30.7213448 46.481418, 30.7213333 46.4814159, 30.7216748 46.4808818, 30.72168 46.4808827, 30.7216511 46.4809629, 30.7216459 46.480962, 30.7216748 46.4808818)",street
Гранитная,"POLYGON((30.7080009 46.3979919, 30.7070551 46.3982563, 30.7078741 46.400999, 30.7080009 46.3979919))",street
греческая,"LINESTRING(30.7485429 46.4823182, 30.7481565 46.4822411, 30.7481383 46.4821206, 30.7485091 46.4820941)",street
Грузинская,"LINESTRING(30.6541325 46.465171, 30.6542791 46.4634176)",street
Грушевского,"LINESTRING(30.6767401 46.4888575, 30.6886916 46.4803267, 30.6896978 46.4799424, 30.6918904 46.4794671, 30.6956067 46.4772026, 30.6968864 46.4767068, 30.6989981 46.4764917, 30.7013416 46.4769519)",street
Гумилева,"LINESTRING(30.7408799 46.3844814, 30.7366081 46.3834134)",street
Давида Бурлюка,"LINESTRING(30.7547157 46.4050553, 30.7469689 46.4039559)",street
Давида Ойстраха,"LINESTRING(30.7930916 46.5820968, 30.7887613 46.5848357)",street
Дальницкая,"LINESTRING(30.6857069 46.466395, 30.6889623 46.4662813, 30.7065881 46.4648479, 30.7135362 46.4644445)",street
Дальницкое шоссе,"LINESTRING(30.6436671 46.4752617, 30.6442863 46.4753973, 30.6638492 46.471498)",street
Дачное,"POLYGON((30.56852 46.56427, 30.56311 46.57009, 30.55534 46.57621, 30.55738 46.57728, 30.56518 46.5827, 30.55949 46.58701, 30.55771 46.58695, 30.55758 46.59126, 30.55744 46.59422, 30.55833 46.59978, 30.55914 46.60211, 30.55714 46.60519, 30.55116 46.60299, 30.54768 46.60231, 30.54497 46.60235, 30.54433 46.60066, 30.54182 46.59707, 30.53902 46.59536, 30.53716 46.59268, 30.53972 46.59, 30.53548 46.58967, 30.52786 46.5885, 30.53613 46.5867, 30.53992 46.58474, 30.53053 46.58681, 30.53022 46.58089, 30.53425 46.57477, 30.53893 46.57167, 30.54275 46.57406, 30.54637 46.57271, 30.54458 46.56997, 30.54417 46.56901, 30.54312 46.56632, 30.54077 46.56268, 30.54351 46.56023, 30.5447 46.55701, 30.54549 46.55406, 30.54485 46.55121, 30.54746 46.5513, 30.54712 46.55925, 30.54884 46.56132, 30.55377 46.56489, 30.5583 46.56355, 30.56143 46.56458, 30.56593 46.56387, 30.56852 46.56427))",street
Дворец Спорта,"POLYGON((30.7592196 46.4462072, 30.7590201 46.4462178, 30.7592841 46.4457273, 30.7608314 46.4459951, 30.7606412 46.4464902, 30.7591859 46.4463017, 30.7592196 46.4462072))",street
Дворянская,"POLYGON((30.7254948 46.4838292, 30.7255699 46.4838758, 30.7254761 46.4838435, 30.7254948 46.4838292))",street
Деволановская,"LINESTRING(30.7474792 46.4852293, 30.7496059 46.4854026, 30.7551414 46.4833175)",street
Деволановский спуск,"LINESTRING(30.7457787 46.477731, 30.7454112 46.4792259, 30.7467118 46.4844858)",street
Дегтярная,"POLYGON((30.7223878 46.4812855, 30.723315 46.4797801, 30.7264383 46.4770661, 30.7223878 46.4812855))",street
Дельфин,"POLYGON((30.768769 46.4540122, 30.7685379 46.4539949, 30.7685118 46.4541494, 30.7684603 46.4541494, 30.7683915 46.4543388, 30.7683191 46.4543484, 30.7682516 46.45457, 30.7681717 46.4547013, 30.768128 46.4546924, 30.7681202 46.4547403, 30.7682292 46.4548761, 30.768266 46.4548738, 30.7682748 46.4549906, 30.7682799 46.4552053, 30.7682819 46.4552568, 30.7682828 46.4552789, 30.7682935 46.4554415, 30.768323 46.4555191, 30.7682051 46.4557684, 30.7681866 46.4558788, 30.7683099 46.4558873, 30.7684223 46.4559159, 30.7684639 46.455986, 30.7684824 46.4560358, 30.768487 46.4560825, 30.7684435 46.4565415, 30.768667 46.4565478, 30.7686691 46.4565272, 30.7686921 46.4563552, 30.7686426 46.4562396, 30.7685809 46.4559726, 30.7685316 46.4558049, 30.7685135 46.4556927, 30.7685578 46.4555195, 30.7685163 46.4554022, 30.768623 46.455394, 30.7687149 46.45539, 30.7686995 46.455234, 30.768697 46.4551843, 30.7686919 46.4550807, 30.7686565 46.454878, 30.7686482 46.4548011, 30.7686426 46.4547485, 30.7686711 46.4547258, 30.7687079 46.4547235, 30.7687469 46.4547008, 30.7687705 46.4545999, 30.7687397 46.454377, 30.7687427 46.4541743, 30.768752 46.4540321, 30.768769 46.4540122))",street
Дельфинарий Немо|Немо,"POLYGON((30.764985 46.4772159, 30.7650761 46.4768879, 30.7654053 46.4769024, 30.7653826 46.4771711, 30.764985 46.4772159))",street
Демченко,"POLYGON((30.7212961 46.3750156, 30.7176568 46.3734841, 30.7150626 46.3726836, 30.7212961 46.3750156))",street
Дерби,POINT(30.816508 46.570934),street
Деревянко,"POLYGON((30.7050742 46.4424752, 30.7037255 46.4430315, 30.7034035 46.4429608, 30.7030546 46.4425908, 30.7031979 46.4423158, 30.7048828 46.4415092, 30.7054936 46.4415353, 30.7057787 46.4418247, 30.7057423 46.4420724, 30.7050742 46.4424752))",street
Державина,"LINESTRING(30.774592 46.5625525, 30.7745048 46.5623893)",street
Дерибасовская,"LINESTRING(30.7450355 46.4836383, 30.7326414 46.4845323)",street
десантный|десантний,"POLYGON((30.7939903 46.5736733, 30.7926992 46.5741023, 30.7893849 46.5766781, 30.7939903 46.5736733))",street
Дидрихсона,"LINESTRING(30.7108305 46.4826685, 30.7192474 46.4833492, 30.7199087 46.4837354)",street
Дмитриевская,"LINESTRING(30.7263391 46.4179874, 30.7397234 46.4187348, 30.7410485 46.4191314, 30.7421657 46.4196839, 30.7430245 46.4194696)",street
Дмитрия Донского,"LINESTRING(30.7430245 46.4194696, 30.7455814 46.4184105, 30.7520295 46.4165478)",street
Днепро|Семёна Палия|днепродорога,"LINESTRING(30.788814 46.565938, 30.8077448 46.5924919, 30.8075073 46.5930286)",street
Днепровская,"LINESTRING(30.77721 46.5650412, 30.7739762 46.5591817)",street
Днестровская,"LINESTRING(30.6649421 46.4658647, 30.6660311 46.4684576)",street
Добровольского|Добро,"LINESTRING(30.7719356 46.55734, 30.7731153 46.5598484, 30.7812336 46.5746371, 30.785142 46.5816689, 30.7855088 46.5818373, 30.80259 46.595343)",street
Довженко,"LINESTRING(30.75235 46.45471, 30.75915 46.4570529)",street
Доковая,"POLYGON((30.7371955 46.4365821, 30.7368422 46.4344832, 30.7390742 46.4331931, 30.7371955 46.4365821))",street
Долгая,"LINESTRING(30.733968 46.3992153, 30.7363648 46.3972714, 30.7393943 46.3941373, 30.7413131 46.391803, 30.7420823 46.3901401, 30.7428387 46.3891006, 30.7443432 46.3883411, 30.7460329 46.3862194)",street
Долинская,"LINESTRING(30.7298729 46.5349212, 30.724184 46.5319099)",street
Дом мебели,"POLYGON((30.7046464 46.4432981, 30.7046059 46.4429172, 30.7052978 46.4428823, 30.7053383 46.4432631, 30.7046464 46.4432981))",street
Дом офицеров,"POLYGON((30.7510676 46.4635539, 30.7514963 46.4635302, 30.7515344 46.4638579, 30.7508883 46.4638936, 30.7508646 46.4636896, 30.751082 46.4636776, 30.7510676 46.4635539))",street
Дом Руссова,"POLYGON((30.7313971 46.4849537, 30.7321435 46.4847336, 30.7321865 46.4850283, 30.732106 46.4848897, 30.7313971 46.4849537))",street
Донецкая,"LINESTRING(30.7780166 46.564845, 30.7759016 46.5609506)",street
Донорская,"POLYGON((30.7411583 46.4533755, 30.740528 46.4540693, 30.738575 46.4542277, 30.7411583 46.4533755))",street
Дорожная,"LINESTRING(30.6930252 46.5008944, 30.6937073 46.5044884)",street
Дофиновка,"POLYGON((30.9142 46.57441, 30.91678 46.57429, 30.91798 46.57571, 30.92351 46.5773, 30.92675 46.57886, 30.92456 46.58283, 30.92148 46.5873, 30.91451 46.58873, 30.90665 46.59195, 30.8996 46.59136, 30.90003 46.58678, 30.90109 46.58154, 30.90362 46.57801, 30.90428 46.57561, 30.90454 46.57412, 30.89977 46.5726, 30.90492 46.57312, 30.91153 46.57389, 30.9142 46.57441))",street
Дубовая,"POLYGON((30.6971019 46.4455676, 30.6959759 46.444484, 30.6957468 46.4440326, 30.6955802 46.4435993, 30.6956992 46.4421656, 30.6971019 46.4455676))",street
Думская,"POLYGON((30.7433451 46.485734, 30.7434809 46.4856617, 30.7441513 46.4860882, 30.7436556 46.4862028, 30.7433209 46.4860466, 30.7433451 46.485734))",street
Дунайская,"LINESTRING(30.6188262 46.4724559, 30.6190541 46.4695413)",street
Дюк,"POLYGON((30.7415629 46.4860929, 30.7413176 46.4861088, 30.7412926 46.485954, 30.7415415 46.4859378, 30.7415629 46.4860929))",street
Дюковская,"LINESTRING(30.7113067 46.4811, 30.7108305 46.4826685, 30.7103881 46.4847133, 30.7104791 46.4848471)",street
Дюковский,"POLYGON((30.7000043 46.4802717, 30.7073512 46.4798356, 30.7080559 46.4839524, 30.707702 46.4843841, 30.7040356 46.4856002, 30.7026204 46.4841656, 30.7027283 46.484115, 30.7020444 46.4831484, 30.7007963 46.4817002, 30.7000043 46.4802717))",street
Еврейская,"LINESTRING(30.748031 46.477571, 30.7380491 46.4782722, 30.7318515 46.4787178)",street
Екатерининская|европейская,"LINESTRING(30.7388473 46.4840973, 30.7389789 46.4850767, 30.7364395 46.4678902)",street
Елизаветинская|Елисаветинская,"LINESTRING(30.7280243 46.4909557, 30.7329909 46.4870066)",street
Епицентр|Эпицентр,"POLYGON((30.7963413 46.5758168, 30.7964692 46.5757724, 30.7966327 46.5759943, 30.7965039 46.5760381, 30.7963413 46.5758168))",street
Ефимова,"LINESTRING(30.7144926 46.4527943, 30.7141399 46.4489215, 30.7102234 46.4449705)",street
Жаботинского,"LINESTRING(30.7405537 46.4297721, 30.7314592 46.4219673, 30.7316392 46.42004)",street
Жасминная,"LINESTRING(30.7387434 46.4198551, 30.7356735 46.4214964)",street
Жванецкого,"LINESTRING(30.7285088 46.4938028, 30.7302635 46.4931324, 30.7335904 46.4912722, 30.7351383 46.4910306, 30.7356093 46.490712)",street
Жевахова,"MULTILINESTRING((30.7275199 46.5372231, 30.7275315 46.5373398, 30.7275131 46.5374247, 30.7274541 46.5375203, 30.7272095 46.5377532, 30.7268141 46.5380824, 30.7261588 46.538714, 30.7256232 46.5392184, 30.7250579 46.5397741, 30.7245882 46.5402392, 30.7239616 46.5408433, 30.723417 46.5413641, 30.7233533 46.54139, 30.723226 46.5414033), (30.7342265 46.5366247, 30.7338775 46.5367249, 30.7337289 46.5367578, 30.7317249 46.536951, 30.7295995 46.5371754), (30.7279011 46.5374389, 30.7277332 46.5375487, 30.7270013 46.5382565, 30.7264065 46.5388231, 30.7257728 46.5394175, 30.7249541 46.5402423, 30.7243052 46.5408482, 30.7237347 46.5414646, 30.7231398 46.5420296, 30.7228764 46.5423026, 30.7226123 46.5425702, 30.7219206 46.5432536, 30.7216209 46.5435443, 30.7209767 46.5441838, 30.720949 46.5441975, 30.7195882 46.5446571, 30.7194315 46.5446618, 30.7181946 46.5450535, 30.7174071 46.5453194), (30.723226 46.5414033, 30.7231413 46.5416692, 30.7228957 46.5419673, 30.722543 46.5422032, 30.7224512 46.5422934, 30.7223738 46.5424315, 30.7221869 46.5426324, 30.7217575 46.5428812), (30.7295995 46.5371754, 30.7280857 46.5373719, 30.7279011 46.5374389))",street
Желябова,"POLYGON((30.6978411 46.4594315, 30.6983414 46.4592368, 30.7050241 46.4592059, 30.6978411 46.4594315))",street
Жемчужная,"LINESTRING(30.7063227 46.3806314, 30.7100196 46.381245, 30.7104898 46.3815149, 30.7117511 46.3814961, 30.7123083 46.3819811, 30.7130969 46.3823336, 30.713427 46.3827173, 30.7146729 46.3827699, 30.7155642 46.3831629)",street
Житкова,"LINESTRING(30.6663244 46.4749497, 30.6672352 46.47493, 30.6676929 46.4747329, 30.6698864 46.4750941, 30.671594 46.4751873, 30.6729287 46.4739721, 30.6731563 46.4739535)",street
Житомирская,"LINESTRING(30.6845777 46.4580847, 30.6831198 46.4591845, 30.6812815 46.4596841, 30.6578033 46.4624141, 30.6532103 46.4624736)",street
ЖК Манхеттен,"POLYGON((30.7256723 46.4317453, 30.7256285 46.431721, 30.7257556 46.4316741, 30.7256723 46.4317453))",street
Жолио Кюри,"LINESTRING(30.77258 46.5663, 30.773542 46.568502, 30.775462 46.575619, 30.777876 46.585264, 30.786529 46.592409, 30.790217 46.595504)",street
Жукова|небесной|маршала Жукова,"LINESTRING(30.7076802 46.3968564, 30.7079065 46.3971229, 30.7079611 46.3972676, 30.7081055 46.3977683, 30.7082962 46.3983959, 30.7083789 46.3987033, 30.7092769 46.4006694, 30.7105857 46.4048858, 30.7106171 46.4049935, 30.7129463 46.41224, 30.7143923 46.416896, 30.7146635 46.4178656, 30.7148043 46.4183538, 30.7148791 46.4186559, 30.7150706 46.4192855)",street
жуковского,"LINESTRING(30.7481944 46.4790408, 30.7317298 46.4800914)",street
Жюли Лассан|макаренко,"POLYGON((30.7440355 46.3949363, 30.7444578 46.3941796, 30.7452259 46.3943097, 30.7452122 46.395484, 30.7450581 46.3959127, 30.7440355 46.3949363))",street
Заболотного,"LINESTRING(30.7767273 46.5854661, 30.7786933 46.5849504, 30.7847009 46.5825392, 30.7849272 46.582179, 30.7973818 46.5771366)",street
Закарпатская,"LINESTRING(30.7108206 46.5512301, 30.7115588 46.5510031, 30.7127847 46.5499569, 30.7136664 46.5496057, 30.7160698 46.5478199, 30.7196305 46.5478373, 30.7216055 46.5488992)",street
заливной|1й заливной,"LINESTRING(30.7226305 46.5047399, 30.7247684 46.5048322)",street
Залюбки,"POLYGON((30.7430856 46.4009191, 30.7430686 46.4009754, 30.7427643 46.4009317, 30.7427813 46.4008755, 30.7430856 46.4009191))",street
Заньковецкой|Занковецкая,"LINESTRING(30.7068158 46.4591642, 30.7064874 46.4591889)",street
Запорожская,"LINESTRING(30.7169598 46.4671292, 30.7209442 46.4639425)",street
Заречная,"LINESTRING(30.7610507 46.4176666, 30.7591675 46.418686)",street
Заславского,"LINESTRING(30.7294709 46.4763135, 30.7288533 46.4719975)",street
Затерянный мир,"POLYGON((30.7395511 46.4097063, 30.7396342 46.4094051, 30.74089 46.4095541, 30.7408134 46.4098577, 30.7395511 46.4097063))",street
Затонского|ойстраха,"LINESTRING(30.7823622 46.5889023, 30.793098 46.582092)",street
Звёздная,"LINESTRING(30.765085 46.5703556, 30.7704196 46.5710134)",street
Звёздный|Звездный,"POLYGON((30.7823637 46.5743144, 30.7818273 46.5733556, 30.7847375 46.5725904, 30.7853296 46.5734994, 30.7823637 46.5743144))",street
Зелёная Балка,"POLYGON((30.6991099 46.356554, 30.6989303 46.3571852, 30.6990168 46.3580931, 30.6991099 46.356554))",street
Зелёная Горка,"LINESTRING(30.6964265 46.3557049, 30.6972128 46.3547932)",street
Зерновая,"LINESTRING(30.6187462 46.4676422, 30.6254073 46.4679666)",street
Зерновой,"LINESTRING(30.7403273 46.5386662, 30.7401465 46.5385089, 30.7403518 46.5386528)",street
Зои Космодемьянской,"LINESTRING(30.6960596 46.3496824, 30.6958786 46.3517949, 30.6927866 46.351536, 30.6913992 46.3515892)",street
Золотий берег,"LINESTRING(30.747266 46.390151, 30.7481067 46.3894886, 30.7482658 46.3890527, 30.7493506 46.3885322, 30.7502483 46.3884442, 30.7503944 46.3884179, 30.750479 46.3885987, 30.7510961 46.3886091, 30.7518107 46.3885709, 30.7510575 46.3881803, 30.7508227 46.3881821, 30.7508195 46.3879795, 30.7510544 46.3879778, 30.7515691 46.3872189)",street
ЗОНТ,"POLYGON((30.70772 46.3932303, 30.7073492 46.3920177, 30.7083433 46.3918432, 30.7084461 46.3921652, 30.7077529 46.3922692, 30.7079474 46.3928463, 30.7086402 46.3927374, 30.7087478 46.3930741, 30.70772 46.3932303))",street
ЗОР|зором|роял пицца,"LINESTRING(30.7262921 46.517771, 30.7264075 46.5181245)",street
Зоринская,"LINESTRING(30.6990662 46.4800837, 30.6930018 46.4805197)",street
Ибица,"POLYGON((30.7664155 46.4281697, 30.7665991 46.4280553, 30.7668116 46.4282172, 30.766628 46.4283316, 30.7664155 46.4281697))",street
ибица,"POLYGON((30.7667541 46.4275498, 30.7676481 46.428156, 30.7674544 46.4284317, 30.7669 46.4282353, 30.7666452 46.4284202, 30.7662776 46.4281795, 30.7665417 46.4279879, 30.7663303 46.4278434, 30.7667541 46.4275498))",street
Ивана Франко,"LINESTRING(30.7410312 46.4334686, 30.7434935 46.4321422)",street
Ивановский мост,"LINESTRING(30.6892894 46.4601851, 30.6870117 46.4589765, 30.6834797 46.457782, 30.682406 46.4572723)",street
Иверский монастырь,"POLYGON((30.7109624 46.4066303, 30.7109392 46.4065716, 30.7108304 46.4062998, 30.7108721 46.4062925, 30.7109624 46.4066303))",street
Игоря Иванова,"LINESTRING(30.6717945 46.4687805, 30.6710649 46.4674327)",street
Идеал,"POLYGON((30.6966391 46.4701878, 30.6970756 46.4698556, 30.6987109 46.4708749, 30.6982744 46.4712071, 30.6966391 46.4701878))",street
Известковая|вапняная,"LINESTRING(30.7099658 46.4932273, 30.7109981 46.4946074, 30.7099269 46.4959139, 30.7097853 46.4969668, 30.7099627 46.4972937, 30.7066653 46.5013847, 30.706358 46.5015878, 30.6998781 46.503496, 30.6932452 46.5058553, 30.6923426 46.5064242, 30.6903897 46.5085182, 30.690218 46.5089539, 30.690218 46.5098916, 30.6900554 46.5101685, 30.6897315 46.5102337, 30.6838172 46.5090191, 30.6809377 46.5107403, 30.6795793 46.51125, 30.675365 46.5107135, 30.6743608 46.5108368)",street
